1.6607142857142858,1.375,1.0803571428571428,1.2678571428571428,1.0,1.0267857142857142,1.1160714285714286,1.0803571428571428,5.0,5.0,5.008928571428571,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.945945945945946,1.2972972972972974,1.2702702702702702,1.2702702702702702,1.9864864864864864,2.0,1.4054054054054055,1.1486486486486487,1.2972972972972974,1.2702702702702702,1.162162162162162,1.0675675675675675,0.13513513513513514,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3980582524271845,1.3495145631067962,2.0097087378640777,1.029126213592233,1.029126213592233,1.796116504854369,5.019417475728155,5.019417475728155,5.0,5.009708737864078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,6.333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,6.333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.6666666666666667,5.666666666666667,3.8333333333333335,1.8333333333333333,1.3333333333333333,5.5,5.166666666666667,5.0,4.5,5.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1.1428571428571428,1.6428571428571428,1.4285714285714286,1.2142857142857142,1.1428571428571428,6.428571428571429,1.7142857142857142,1.0,1.7142857142857142,1.2142857142857142,1.1428571428571428,5.928571428571429,0.8571428571428571,0.5714285714285714,0.7857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5,3.375,3.25,3.125,3.5,3.0,3.375,3.25,3.375,3.375,3.5,3.125,3.5,3.125,3.375,3.75,3.375,3.5,3.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3333333333333333,1.4166666666666667,3.6666666666666665,4.75,5.0,5.0,5.0,5.0,5.0,1.3333333333333333,1.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1666666666666665,5.166666666666667,1.5,1.1666666666666667,2.1666666666666665,5.0,3.5,5.166666666666667,1.3333333333333333,1.3333333333333333,2.5,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8076923076923075,3.269230769230769,3.3846153846153846,4.038461538461538,4.8076923076923075,4.115384615384615,3.423076923076923,3.1153846153846154,3.8461538461538463,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
